category	author	title	type	collection	year	course
Required	"[{:family=>""Yamaguchi"", :given=>""F.""}]"	Curves and Surfaces in Computer Aided Geometric Design	book		1988	109
Required	"[{:family=>""Yamaguchi"", :given=>""F.""}]"	Computer-Aided Geometric Design	book		2002	109
Required	"[{:family=>""Hoffmann"", :given=>""C.""}]"	Geometric and Solid Modeling	book		1989	109
Required	"[{:family=>""Mantyla"", :given=>""M.""}]"	An Introduction to Solid Modeling	book		1988	109
Required	"[{:family=>""Foley"", :given=>""J.D.""}]"	Computer Graphics	book		1990	109
Required	"[{:family=>""Rogers"", :given=>""D.F.""}]"	Mathematical Elements for Computer Graphics	book		1990	109
Required	"[{:family=>""Do Carmo"", :given=>""M.P.""}]"	Differential Geometry of Curves and Surfaces	book		1976	109
Required	"[{:family=>""Gray"", :given=>""A.""}]"	Modern Differential Geometry of Curves and Surfaces	book		1993	109
Required	"[{:family=>""Struik"", :given=>""D.J.""}]"	Lectures on Classical Differential Geometry	book		1950	109
Required	"[{:family=>""Dahlquist"", :given=>""G.""}, {:family=>""Bjorck"", :given=>""A.""}]"	Numerical Methods	book		1974	109
Required	"[{:family=>""Press"", :given=>""W.H.""}, {:others=>true}]"	Numerical Recipes in C: The Art of Scientific Computing	book		1988	109
Required	"[{:given=>""Sonin""}]"	Fundamental Laws of Motion: Particles				120
Required	"[{:family=>""Bird"", :given=>""Curtis""}, {:given=>""Hirschfelder""}]"	Molecular Theory of Gases and Liquid			1954	120
Required	"[{:given=>""Vincenti""}, {:given=>""Kruger""}]"	_Introduction to Physical Gas Dynamics._1965				120
Required	"[{:family=>""Champagne"", :given=>""Pao""}, {:given=>""Wygnaski""}]"		article-journal	J. Fluid Mech	1976	120
Required	"[{:given=>""Rodi""}]"	Studies in Convection	book		1975	120
Required	"[{:family=>""Chap"", :given=>""Townsend""}]"	6 in The Structure of Turbulent Shear Flow			1976	120
Required	"[{:given=>""Cebeci""}, {:given=>""Smith""}]"	Analysis of Turbulent Boundary Layers	book		1974	120
Required	"[{:given=>""Bushnell""}, {:given=>""McGinley""}]"	Turbulence control in wall flows	article-journal	Ann. Rev. Fluid Mech	1989	120
Required	"[{:given=>""Blackwelder""}]"	Haritonidis	article-journal	J. Fluid Mech	1983	120
Required	"[{:family=>""Morton"", :given=>""Taylor""}, {:given=>""Turner""}]"	Proc	article-journal	Roy. Soc. A	1956	120
Required	"[{:given=>""Turner""}]"	Buoyancy Effects in Fluids			1973	120
Required	"[{:given=>""Chen""}, {:given=>""Rodi""}]"	A Review of Experimental Data	book		1980	120
Required	"[{:given=>""Chen""}, {:given=>""Yaw""}]"	Fundamentals of Turbulence Modeling	book		1998	120
Required	"[{:given=>""Libby""}]"	Introduction to Turbulence	book		1996	120
Required		LaJones	article-journal	Int. J. Heat Mass Transfer	1972	120
Required		LaJones	article-journal	Int. J. Heat Mass Transfer	1973	120
Required	"[{:family=>""Bradshaw"", :given=>""Cebeci""}, {:given=>""Whitelaw""}]"	Engineering Calculation Methods for Turbulent Flow	book		1981	120
Required	"[{:given=>""Rodi""}]"	Turbulence models and their applications in Hydraulics– “a state of the art review	article-journal	Int. Assoc. for Hydraulics		120
Required	"[{:given=>""Rodi""}]"	Engineering Turbulence Modelling and Experiments 3	book		1996	120
Required	"[{:family=>""Chap"", :given=>""Turbulence""}]"	1 & 5	book		1978	120
Required	"[{:family=>""Probstein"", :given=>""R.F.""}]"	Physicochemical Hydrodynamics	book		1994	120
Required	"[{:given=>""Monin""}, {:given=>""Yaglom""}]"	Statistical Fluid Mechanics	book		1973	120
Required	"[{:given=>""Levich""}]"	Physicochemical Hydrodynamics	book		1962	120
Required	"[{:family=>""Fischer"", :given=>""H.B.""}]"	Longitudinal dispersion and turbulent mixing in open channel flow	article-journal	Ann. Rev. Fluid Mech	1973	120
Required	"[{:family=>""Chatwin"", :given=>""P.C.""}, {:family=>""Sullivan"", :given=>""P.J.""}]"		article-journal	J. Fluid Mech	1982	120
Optional	"[{:family=>""Hoerner"", :given=>""S.""}]"	Fluid Dynamic Drag			1993	108
Optional		Fluid Dynamic Lift			1992	108
Optional	"[{:family=>""Blevins"", :given=>""R.""}]"	Applied Fluid Dynamics Handbook			1984	108
Optional		Principles of Naval Architecture			1967	108
Optional	"[{:family=>""Fossen"", :given=>""T.""}]"	Guidance and Control of Ocean Vehicles			1994	108
Optional	"[{:family=>""Morgan"", :given=>""M.""}]"	Dynamic Positioning of Offshore Vessels			1978	108
Optional	"[{:family=>""Ogata"", :given=>""K.""}]"	Modern Control Engineering			2001	108
Required	"[{:family=>""Lippman"", :given=>""S.""}, {:family=>""Primer"", :given=>""J.Lajoie C.++""}]"				1998-04	21
Required	"[{:family=>""Sedgewick"", :given=>""R.""}]"	Algorithms in C++			2001-06	21
Required	"[{:family=>""Campione"", :given=>""M.""}, {:family=>""Walrath"", :given=>""K.""}, {:family=>""Huml"", :given=>""A.""}]"	The Java® Tutorial			1999-12	21
Optional	"[{:family=>""Deitel"", :given=>""H.""}, {:family=>""Deitel"", :given=>""P.""}]"	C++ How to Program			2002-08	21
Optional	"[{:family=>""Stroustrup"", :given=>""B.""}]"	The C++ Programming Language				21
Optional	"[{:given=>""Johnsonbaugh""}, {:given=>""Kalin""}]"	Object Oriented Programming in C++			1999-08	21
Optional	"[{:family=>""Cline"", :given=>""M.""}, {:family=>""Girou"", :given=>""M.""}, {:family=>""Lomow"", :given=>""G.""}]"	C++ FAQs			1998-12	21
Optional	"[{:family=>""Weiss"", :given=>""M.Algorithms""}]"	Data Structures and Problem Solving with C++			1999-11	21
Optional	"[{:family=>""Cormen"", :given=>""T.""}, {:family=>""Leiserson"", :given=>""C.""}, {:family=>""Rivest"", :given=>""R.""}]"	Introduction to Algorithms			2001-09	21
Optional	"[{:family=>""Horstmann"", :given=>""C.""}, {:family=>""Cornell"", :given=>""G.""}]"	Core Java® 2: Fundamentals			2002-08	21
Optional	"[{:family=>""Arnold"", :given=>""K.""}, {:family=>""Gosling"", :given=>""J.""}, {:family=>""Holmes"", :given=>""D.""}]"	The Java® Programming Language			2000-06	21
Optional	"[{:family=>""Deitel"", :given=>""H.""}, {:family=>""Deitel"", :given=>""P.""}]"	Java® How to Program			2001-08	21
Required	"[{:family=>""Gordon"", :given=>""Deborah""}]"	American Transportation in the 20th Century.” Steering a New Course: Transportation			1991	35
Required	"[{:family=>""Hardin"", :given=>""G.""}]"	The Tragedy of the Commons	article-journal	Science	1968-12	35
Required	"[{:family=>""Weiner"", :given=>""E.""}]"	History of Urban Transportation Planning	chapter	Urban Transportation Planning in the United States: An Historical Overview Revised	1992	35
Required		Environmental Policy from 1970s to the 1990s.” Environmental Policy: New Directions for the Twenty-First Century			2005	35
Required	"[{:family=>""Paehlke"", :given=>""R.""}]"	Environmental Values and Public Policy			1997	35
Required	"[{:family=>""Nivola"", :given=>""P.""}, {:family=>""Crandall"", :given=>""R.""}]"	The Policy Problem”			1995	35
Required	"[{:family=>""Gordon"", :given=>""Deborah""}]"	Ultra-Fuel-Efficient Vehicles.” Steering a New Course: Transportation			1991	35
Required	"[{:family=>""Howitt"", :given=>""A.""}, {:family=>""Altshuler"", :given=>""A.""}]"	The Politics of Controlling Auto Air Pollution	article-journal	Regulation for Revenue	1993	35
Required	"[{:family=>""Nivola"", :given=>""P.""}, {:family=>""Crandall"", :given=>""R.""}]"	The Fuel Tax Option”			1995	35
Required	"[{:family=>""Gomez-Ibanez"", :given=>""J.A.""}]"	Pricing	article-journal	Transportation Quarterly	1992-07	35
Required	"[{:family=>""Freudenburg"", :given=>""Nicolas""}, {:family=>""Steinsapir"", :given=>""Carol""}]"	Not in Our Backyards: The Grassroots Environmental Movement	chapter	American Environmentalism: The U.S. Environmental Movement	1970	35
Required	"[{:family=>""Dempsey"", :given=>""P.""}, {:family=>""Goetz"", :given=>""A.""}, {:family=>""Szyliowicz"", :given=>""J.""}]"	Three Hubs to One: The Folly of Forecasting in the Dynamic Airline Industry	chapter	Denver International Airport: Lessons Learned	1997	35
Required	"[{:family=>""Kuttner"", :given=>""R.""}]"	Everything For Sale: The Limits of Markets			1997	35
Required	"[{:family=>""Bullard"", :given=>""R.""}]"	Environmentalism and Social Justice	chapter	US Department of Transportation Order on Environmental		35
Required	"[{:family=>""Rosenbaum"", :given=>""W.""}]"	Climate Diplomacy: The Emerging Politics of Global Environmentalism	chapter	Environmental Politics and Policy	1998	35
Required	"[{:family=>""Gore"", :given=>""A.""}]"	Earth in the Balance			1993	35
Required	"[{:family=>""Nijkamp"", :given=>""P.""}]"	Roads to Environmentally Sustainable Transport	article-journal	Transportation Research	1994	35
Required	"[{:family=>""Schaefer"", :given=>""A.""}, {:family=>""Victor"", :given=>""D.""}]"	The Past and Future of Global Mobility	chapter	Scientific American	1997-10	35
Required	"[{:family=>""Part"", :given=>""I.""}, {:family=>""Concerns"", :given=>""Common""}]"	Our Common Future. The World Commission on Environment and Development			1987	35
Optional	"[{:family=>""Ang"", :given=>""Alfredo""}, {:family=>""Tang"", :given=>""Wilson""}]"	Probability Concepts in Engineering Planning and Design: Vol I - Basic Principles			1975	23
Required	"[{:family=>""Rye"", :given=>""T.""}, {:family=>""Wilson"", :given=>""N.""}]"	The Urban Bus Situation in the UK: Recent Developments and a Case Study of Edinburgh	book		2002-03	37
Required	"[{:family=>""Wilson"", :given=>""N.H.M.""}]"	Public Transport in the U.S.A.: A Critical Appraisal and Prospects For Future Industry Restructuring	book		2002-03	37
Required	"[{:family=>""Gwilliam"", :given=>""K.""}]"	Ownership	chapter	Fifth International Competition and Ownership in Land Passenger Transport	1997-05	37
Required	"[{:family=>""Halvorsen"", :given=>""R.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	The Role of Contract Structuring in Contracted Public Transport Performance: Theory and Practice	paper-conference	Proceedings of the Fourth International Conference on Competition and Ownership in Land Passenger Transport	1995-07	37
Required	"[{:family=>""Blakey"", :given=>""Tara""}]"	Designing Transit Concession Contracts to Deal with Uncertainty	chapter	Master of Science in Transportation Thesis	2006	37
Required		Using Archived AVL-APC Data to Improve Transit Performance and Management				37
Required	"[{:family=>""Lee"", :given=>""Douglass""}]"	Transit Cost and Performance Measurement	article-journal	Transport Reviews	1989	37
Required		The Role of Performance-Based Measures in Allocating Funding for Transit Operations				37
Required		A Summary of TCRP Report 88: “A Guidebook for Developing a Transit Performance-Measurement System				37
Required		Support for Fundamental Change in Public Transportation				37
Required		Customer-Focused Transit			Project J-7	37
Required		Innovative Financing Techniques for Transit Agencies				37
Required		Fare Policies				37
Required	"[{:family=>""Yi"", :given=>""Hong""}]"	Transition to Smart Card Technology: How Transit Operators Can Encourage the Take-Up of Smart Card Technology	chapter	Master of Science in Transportation Thesis	2006	37
Required		A Handbook of Proven Marketing Strategies for Public Transit				37
Required						37
Required		A Challenged Employment System: Hiring				37
Required		Practices in Assuring Employee Availability				37
Required		Total Quality Management in Public Transportation				37
Required		The Quality Journey: A TQM Roadmap for Public Transportation				37
Required	"[{:family=>""Harsh"", :given=>""W."", :suffix=>""Jr""}]"	Innovative Labor-Management Practices	report		1995	37
Required	"[{:family=>""Koutsopoulos"", :given=>""H.N.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	Operator Workforce Planning in the Transit Industry	article-journal	Transportation Research	1987	37
Required	"[{:family=>""Shiftan"", :given=>""Y.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	Absence	article-journal	Transportation Research Record	1993	37
Required		Light Rail Service: Vehicular and Pedestrian Safety				37
Required		Monitoring Bus Maintenance Performance				37
Required		Leveraging Information for Better Transit Maintenance				37
Required		Information Technology Update for Transit				37
Optional	"[{:family=>""Fielding"", :given=>""G.J.""}]"	Managing Public Transit Strategically			Pete	37
Required	"[{:family=>""Chapra"", :given=>""Steven""}, {:family=>""Canale"", :given=>""Raymond""}]"	Numerical Methods for Engineers			2014	122
Required	"[{:family=>""Ferziger"", :given=>""Joel H.""}, {:family=>""Peric"", :given=>""Milovan""}]"	Computational Methods for Fluid Dynamics			2013	122
Required	"[{:family=>""Cebeci"", :given=>""Tuncer""}, {:family=>""Shao"", :given=>""Jian P.""}, {:others=>true}]"	Computational Fluid Dynamics for Engineers: From Panel to Navier-stokes Methods with Computer Programs			2005	122
Optional	"[{:family=>""Kundu"", :given=>""Pijush K.""}, {:family=>""Cohen"", :given=>""Ira M.""}, {:family=>""Dowling"", :given=>""David R.""}]"	Fluid Mechanics			2015	122
Optional	"[{:family=>""White"", :given=>""Frank""}]"	Fluid Mechanics			2010	122
Optional	"[{:family=>""Lomax"", :given=>""Harvard""}, {:family=>""Pulliam"", :given=>""Thomas H.""}, {:family=>""Zingg"", :given=>""David W.""}]"	Fundamentals of Computational Fluid Dynamics			2004	122
Optional	"[{:family=>""Wesseling"", :given=>""Pieter""}]"	Principles of Computational Fluid Dynamics			2000	122
Optional	"[{:family=>""Versteeg"", :given=>""H.""}, {:family=>""Malalasekera"", :given=>""W.""}]"	An Introduction to Computational Fluid Dynamics: The Finite Volume Method			2007	122
Optional	"[{:family=>""Durran"", :given=>""Dale R.""}]"	Numerical Methods for Fluid Dynamics: With Applications to Geophysics			2010	122
Optional	"[{:family=>""Griebel"", :given=>""Michael""}, {:family=>""Dornsheifer"", :given=>""Thomas""}, {:family=>""Neunhoeffer"", :given=>""Tilman""}]"	Numerical Simulation in Fluid Dynamics: A Practical Introduction			1997	122
Optional	"[{:family=>""Chung"", :given=>""T.J.""}]"	Computational Fluid Dynamics			2010	122
Optional	"[{:family=>""Karniadakis"", :given=>""George Em""}, {:family=>""Sherwin"", :given=>""Spencer J.""}]"	Spectral / hp Element Methods for Computational Fluid Dynamics			2005	122
Optional	"[{:family=>""Pozrikidis"", :given=>""Constantine""}]"	Introduction to Finite and Spectral Element Methods Using MATLAB			2014	122
Optional	"[{:family=>""Roache"", :given=>""Patrick J.""}]"	Fundamentals of Computational Fluid Dynamics			1998	122
Optional	"[{:family=>""Lapidus"", :given=>""Leon""}, {:family=>""Pinder"", :given=>""George F.""}]"	Numerical Solution of Partial Differential Equations in Science and Engineering	article-journal	Wiley-interscience	1999	122
Optional	"[{:family=>""Fletcher"", :given=>""C.A.J.""}]"	Computational Techniques for Fluid Dynamics			2013	122
Optional	"[{:family=>""Trefethen"", :given=>""Lloyd N.""}, {:family=>""Bau"", :given=>""David"", :suffix=>""III""}]"	Numerical Linear Algebra			1997	122
Optional	"[{:family=>""Chapra"", :given=>""Steven""}, {:family=>""Canale"", :given=>""Raymond""}]"	Numerical Methods for Engineers			2014	122
Optional	"[{:family=>""Lomax"", :given=>""Harvard""}, {:family=>""Pulliam"", :given=>""Thomas H.""}, {:family=>""Zingg"", :given=>""David W.""}]"	Fundmentals of Computational Fluid Dynamics			2004	122
Optional	"[{:family=>""Wendt"", :given=>""John""}]"	Computational Fluid Dynamics: An Introduction			2008	122
Optional	"[{:family=>""Löhner"", :given=>""Rainald""}]"	Applied Computational Fluid Dynamics Techniques: An Introduction Based on Finite Element Methods			2008	122
Required	"[{:family=>""Bird"", :given=>""R.B.""}, {:family=>""Armstrong"", :given=>""R.C.""}, {:family=>""Hassager"", :given=>""O.""}]"	Dynamics of Polymeric Liquids			1987	123
Optional	"[{:family=>""Reiner"", :given=>""M.""}]"	The Deborah Number	article-journal	Physics Today	1964	123
Optional	"[{:family=>""Dealy"", :given=>""John M.""}]"	Weissenberg and Deborah Numbers Their Definition and Use	article-journal	Rheology Bulletin	2010	123
Optional	"[{:family=>""Bilmes"", :given=>""L.""}]"	The Rheological Chart	article-journal	Nature	1942	123
Optional	"[{:family=>""Sella"", :given=>""Andrea""}]"	Classic Kit: Weissenberg’s Camera	book		2011-11	123
Optional	"[{:family=>""Denn"", :given=>""Morton""}]"	50 Years of Non-Newtonian Fluid Dynamics	article-journal	AIChE Journal	2004	123
Optional	"[{:family=>""Wagner"", :given=>""N.J.""}, {:family=>""Brady"", :given=>""J.F.""}]"	Shear-Thickening in Colloidal Dispersions	article-journal	Physics Today	2009	123
Optional	"[{:family=>""Balmforth"", :given=>""Frigaard""}, {:others=>true}]"	Yielding to Stress: Recent Developments in Viscoplastic Fluid Mechanics	article-journal	Annual Review of Fluid Mechanics	2014	123
Optional	"[{:family=>""Ward"", :given=>""Ian M.""}]"	Chapter 5 in Mechanical Properties of Solid Polymers			1983	123
Optional	"[{:family=>""Markovitz"", :given=>""H.""}]"	Boltzmann & the Beginnings of Linear Viscoelasticity	article-journal	Transactionas of the Society of Rheology	1977	123
Optional	"[{:family=>""Rubinstein"", :given=>""M.""}, {:family=>""Colby"", :given=>""R.H.""}]"	Chapter 8 in Polymer Physics			2003	123
Optional	"[{:family=>""Chandrasekhar"", :given=>""S.""}]"	Stochastic Processes in Physics and Astronomy	article-journal	Reviews of Modern Physics	1943	123
Optional	"[{:family=>""Gennes"", :given=>""Pierre-Gilles de""}]"	Entangled Polymers	article-journal	Physics Today	1983	123
Optional	"[{:family=>""Lodge"", :given=>""T.P.""}, {:family=>""Muthukumar"", :given=>""M.""}]"	Physical Chemistry of Polymers: Entropy	article-journal	The Journal of Physical Chemistry	1996	123
Optional	"[{:family=>""Rubinstein""}, {:given=>""Colby""}]"	Chapter 9 in Polymer Physics (Chemistry			2003	123
Optional	"[{:family=>""Malkin"", :given=>""A.Ya""}]"	The State of the Art in the Rheology of Polymers: Achievements and Challenges	article-journal	Polymer Science Series A	2009	123
Optional	"[{:family=>""Prakash"", :given=>""J.Ravi""}]"	Micro and Macro in the Dynamics of Dilute Polymer Solution	article-journal	Korea-Australia Rheology Journal	2009	123
Optional	"[{:family=>""Larson"", :given=>""R.G.""}]"	Constitutive Equations for Polymer Melts and Solutions: Butterworths Series in Chemical Engineering			2013	123
Optional	"[{:family=>""Morrison"", :given=>""F.""}]"	Understanding Rheology			2001	123
Optional	"[{:family=>""Doi"", :given=>""M.""}, {:family=>""Edwards"", :given=>""S.F.""}]"	The Theory of Polymer Dynamics			1986	123
Optional	"[{:family=>""Graessley"", :given=>""W.W.""}]"	Polymeric Liquids & Networks: Dynamics and Rheology			2008	123
Optional	"[{:family=>""Tanner"", :given=>""R.I.""}]"	Engineering Rheology (Oxford Engineering Science Series			2000	123
Optional	"[{:family=>""Walters"", :given=>""K.""}]"	Rheometry			1975	123
Optional	"[{:family=>""Probstein"", :given=>""R.F.""}]"	Physicochemical Hydrodynamics: An Introduction			1994	123
Optional	"[{:family=>""Ferry"", :given=>""J.D.""}]"	Viscoelastic Properties of Polymers			1980	123
Required	"[{:family=>""Bruun"", :given=>""E.C.""}]"	In Better Public Transit Systems: Analyzing Investments and Performance	article-journal	Routledge	2007	36
Required	"[{:family=>""Furth"", :given=>""P.G.""}]"	Introduction to Public Transportation Systems” in Chapter 61: Urban Transit			2003	36
Required	"[{:family=>""Neff"", :given=>""J.""}, {:family=>""Dickens"", :given=>""M.""}]"	Public Transportation Fact Book	book		2015	36
Required		Transit Capacity and Quality of Service Manual	report		2003	36
Required	"[{:family=>""Furth"", :given=>""P.G.""}, {:family=>""Attanucci"", :given=>""J.""}, {:family=>""Burns"", :given=>""I.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	Transit Data Collection Design Manual	report		1985	36
Required	"[{:family=>""Furth"", :given=>""P.G.""}, {:family=>""Hemily"", :given=>""B.""}, {:family=>""Muller"", :given=>""T.""}, {:family=>""Strathman"", :given=>""J.""}]"	TCRP Report 113: Using Archived AVL-APC Data to Improve Transit Performance and Management	article-journal	Transportation Research Board	2006	36
Required	"[{:family=>""Furth"", :given=>""P.G.""}]"	Synthesis of Transit Practice 34: Data Analysis for Bus Planning and Monitoring	article-journal	Transportation Research Board	2000	36
Required	"[{:family=>""Dawson"", :given=>""W.R.""}]"	Optimizing Transit Service Decisions Based on Ridership – Good for Passengers and the Community	chapter	UITP Congress	1999-05	36
Required	"[{:family=>""Benn"", :given=>""H.""}]"	Synthesis of Transit Practice 10: Bus Route Evaluation Standards	article-journal	Transportation Research Board	1995	36
Required	"[{:family=>""Wilson"", :given=>""N.H.M.""}, {:family=>""Nelson"", :given=>""D.""}, {:family=>""Palmere"", :given=>""A.""}, {:family=>""Grayson"", :given=>""T.""}, {:family=>""Cederquist"", :given=>""C.""}]"	Service Quality Monitoring for High-Frequency Transit Lines	article-journal	Transportation Research Record	1992	36
Required	"[{:family=>""Herzenberg"", :given=>""A.""}]"	Methods of Estimating the Costs of Drivers’ Wages for Bus Service	article-journal	Transportation Research Record	1983	36
Required	"[{:family=>""Peng"", :given=>""Z.""}, {:family=>""Dueker"", :given=>""K.""}, {:family=>""Strathman"", :given=>""J.""}, {:family=>""Hopper"", :given=>""J.""}]"	A Simultaneous Route-level Transit Patronage Model: Demand	article-journal	Transportation	1997	36
Required	"[{:family=>""Commission"", :given=>""Toronto Transit""}]"	Ridership Forecasting Methods	article-journal	Service Standards Process Technical Background Papers	1991-01	36
Required	"[{:family=>""Chapman"", :given=>""R.A.""}, {:family=>""Michel"", :given=>""J.F.""}]"	Modeling the Tendency of Buses to Form Pairs	article-journal	Transportation Science	1978	36
Required	"[{:family=>""Furth"", :given=>""P.G.""}, {:family=>""Rahbee"", :given=>""A.B.""}]"	Optimal Bus Stop Spacing Using Dynamic Programming and Geographic Modeling	article-journal	Transportation Research Record	2000	36
Required	"[{:family=>""Wilson"", :given=>""N.H.M.""}, {:family=>""Lin"", :given=>""T.""}]"	Dwell-Time Relationships for Light Rail Systems	article-journal	Transportation Research Record	1993	36
Required	"[{:family=>""Milkovtis"", :given=>""M.N.""}]"	Modeling the Factors Affecting Bus Stop Dwell Time	article-journal	Transportation Research Board of the National Academies	2008	36
Required		A Summary of TCRP Report 88: A Guidebook for Developing a Transit Performance-Measurement System	article-journal	Transportation Research Board	2003	36
Required	"[{:family=>""Gordon"", :given=>""J.B.""}, {:others=>true}]"	Automated Inference of Linked Transit Journeys in London Using Fare-Transaction and Vehicle Location Data	article-journal	Transportation Research Record: Journal of the Transportation Research Board	2013	36
Required	"[{:family=>""Furth"", :given=>""P.G.""}, {:family=>""Wilson"", :given=>""N.""}]"	Setting Frequencies on Bus Routes: Theory and Practice	article-journal	Transportation Research Record	1981	36
Required	"[{:family=>""Furth"", :given=>""P.G.""}, {:family=>""Muller"", :given=>""T.H.J.""}]"	Service Reliability and Optimal Running Time Schedules	article-journal	Transportation Research Record	2007	36
Required	"[{:family=>""Salzborn"", :given=>""F.J.M.""}]"	Optimum Bus Scheduling	article-journal	Transportation Science	1972	36
Required	"[{:family=>""Ceder"", :given=>""A.""}]"	Public Transport Timetabling and Vehicle Scheduling.” Chapter 2 in Advanced Modeling for Transit Operations and Service Planning			2002	36
Required	"[{:family=>""Ceder"", :given=>""A.""}]"	Public Transport Scheduling	chapter	Handbook of Transport Systems and Traffic Control	2001	36
Required	"[{:family=>""Ceder"", :given=>""A.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	Bus Network Design	article-journal	Transportation Research	1986	36
Required	"[{:family=>""Vuchic"", :given=>""V.""}]"	Sections 4.1–4.6	chapter	Urban Transit: Operations	2005	36
Required	"[{:family=>""Becker"", :given=>""J.""}, {:family=>""Bakker"", :given=>""J.""}]"	The Design of Timed Transfer Networks	paper-conference	Proceedings of Operations and Service Planning Symposium	1993	36
Required	"[{:family=>""Halvorsen"", :given=>""R.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	The Role of Contract Structuring in Contracted Public Transport Performance: Theory and Practice	paper-conference	Proceedings of the Fourth International Conference on Competition and Ownership in Land Passenger Transport	1995-07	36
Required	"[{:family=>""Furth"", :given=>""P.""}, {:family=>""Muller"", :given=>""T.""}]"	Conditional Bus Priority at Signalized Intersections: Better Service Quality with Less Traffic Disruption	article-journal	Transportation Research Record	2000	36
Required		TCRP Report 94: Fare Policies	article-journal	Transportation Research Board	2003	36
Required	"[{:family=>""Vuchic"", :given=>""V.""}]"	Chapter 7: Transit Fares	chapter	Urban Transit: Operations	2005	36
Required	"[{:family=>""Koutsopolos"", :given=>""H.N.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	Operator Workforce Planning in the Transit Industry	article-journal	Transportation Research	1987	36
Required	"[{:family=>""Shiftan"", :given=>""Y.""}, {:family=>""Wilson"", :given=>""N.H.M.""}]"	Absence	article-journal	Transportation Research Record	1993	36
Required	"[{:family=>""Porter"", :given=>""M.E.""}]"	Competitive Advantage: Creating and Sustaining Superior Performance			1985	45
Required	"[{:family=>""Porter"", :given=>""M.E.""}]"	Strategy and the Internet	article-journal	Harvard Business Review	2001-03	45
Required	"[{:family=>""Porter"", :given=>""M.E.""}, {:family=>""Millar"", :given=>""V.E.""}]"	How Information Gives You Competitive Advantage	article-journal	Harvard Business Review	1985-07	45
Required	"[{:family=>""Macomber"", :given=>""J.D.""}]"	IT Strategy for Construction Companies: A Pragmatist’s Vision				45
Required	"[{:family=>""Stalk"", :given=>""G.""}, {:family=>""Evans"", :given=>""P.""}, {:family=>""Shulman"", :given=>""L.E.""}]"	Competing on Capabilities: The New Rules of Corporate Strategy	article-journal	Harvard Business Review	1992-03	45
Required	"[{:family=>""Kahn"", :given=>""G.""}]"	Made to Measure: Invisible Supplier Has Penney’s Shirts All Buttoned Up,” and “From Hong Kong	article-journal	The Wall Street Journal	2003-09-11	45
Required	"[{:family=>""Kim"", :given=>""W.C.""}, {:family=>""Mauborgne"", :given=>""R.""}]"	Knowing a Winning Business Idea When You See One	article-journal	Harvard Business Review (September-October		45
Required	"[{:family=>""Kim"", :given=>""W.C.""}, {:family=>""Mauborgne"", :given=>""R.""}]"	How to Tell a Flyer From a Failure”	article-journal	Financial Times	2001-01	45
Required	"[{:family=>""Sahlman"", :given=>""W.A.""}]"	How to Write a Great Business Plan	article-journal	Harvard Business Review (July-August		45
Required	"[{:family=>""Macomber"", :given=>""J.D.""}]"	US Construction Demographics: Some Relevant Statistics to Consider				45
Required	"[{:family=>""Macomber"", :given=>""J.D.""}]"	Yes	article-journal	Construction Business Review	1999-12	45
Required	"[{:family=>""Macomber"", :given=>""J.D.""}]"	Follow the Money: What Really Drives Technology Innovation in Construction	chapter	2003 ASCE Construction Research Congress		45
Required	"[{:family=>""Narayanan"", :given=>""V.G.""}, {:family=>""Raman"", :given=>""A.""}]"	Aligning Incentives for Supply Chain Efficiency	book			45
Required	"[{:family=>""Cachon"", :given=>""G.P.""}, {:family=>""Lariviere"", :given=>""M.A.""}]"	Turning the Supply Chain into Revenue Chain	article-journal	Harvard Business Review	2001-03	45
Required	"[{:family=>""Peers"", :given=>""M.""}]"	Blockbuster’s New Pitch: Why Not Buy That Movie?	article-journal	The Wall Street Journal	2002-11-01	45
Required	"[{:family=>""Orwall"", :given=>""B.""}, {:family=>""Peers"", :given=>""M.""}, {:family=>""Zimmerman"", :given=>""A.""}]"	DVD Gains on Tape	article-journal	The Wall Street Journal	2002-02-05	45
Required	"[{:family=>""Brandenburger"", :given=>""A.""}, {:family=>""Nalebuff"", :given=>""B.""}]"	The Right Game: Use Game Theory to Shape Strategy	article-journal	Harvard Business Review (July-August		45
Required	"[{:family=>""Gompers"", :given=>""P.A.""}, {:family=>""Conneely"", :given=>""C.M.""}]"	A Note on Franchising	book			45
Required	"[{:family=>""Hansen"", :given=>""M.T.""}, {:family=>""Davenport"", :given=>""T.H.""}]"	Knowledge Management at Andersen Consulting	book			45
Required	"[{:family=>""Hansen"", :given=>""M.T.""}, {:family=>""Nohria"", :given=>""N.""}, {:family=>""Tierney"", :given=>""T.""}]"	What’s Your Strategy for Managing Knowledge?	article-journal	Harvard Business Review	1999-03	45
Required	"[{:family=>""Rayport"", :given=>""J.F.""}, {:family=>""Sviokla"", :given=>""J.J.""}]"	Exploiting the Virtual Value Chain	article-journal	Harvard Business Review	1995-11	45
